LastName,NumPeopleRace,RankRace,PercentRace,RankAll,NumPeopleAll
GUARDADO,"7,400",532,95.30%,4221,7769
ALCARAZ,"7,359",533,91.50%,4070,8041
RESENDIZ,"7,348",534,96.60%,4323,7605
MONTIEL,"7,319",535,92.70%,4152,7899
MENENDEZ,"7,315",536,80.90%,3612,"9,045"
SOLIZ,"7,309",537,90.90%,4070,8041
CACERES,"7,301",538,90.70%,4061,8050
ALMONTE,"7,299",539,89.60%,4003,8149
ADAMS,"7,270",540,1.80%,39,"413,086"
AMARO,"7,254",541,84.40%,3784,"8,593"
VILLAREAL,"7,248",542,84.50%,3797,8577
LORENZO,"7,244",543,57.60%,2643,"12,568"
GALARZA,"7,244",543,92.70%,4205,7811
ZELAYA,"7,237",545,93.00%,4219,7785
CAMARILLO,"7,227",546,91.20%,4134,7928
BOLANOS,"7,203",547,93.00%,4236,7745
ARENAS,"7,173",548,87.30%,3970,8220
JACOBO,"7,172",549,94.80%,4346,7566
MONTEZ,"7,163",550,86.10%,3921,8322
VILLAGOMEZ,"7,159",551,94.40%,4334,7584
GODOY,"7,157",552,86.50%,3942,8274
ZAMUDIO,"7,155",553,93.80%,4303,7629
LANDEROS,"7,152",554,95.50%,4383,7492
CURIEL,"7,147",555,93.80%,4307,7621
ALANIS,"7,144",556,94.40%,4345,7567
KING,"7,112",557,1.60%,35,"438,986"
SERRATO,"7,111",558,93.40%,4318,7610
ACEVES,"7,107",559,94.70%,4378,7502
OCASIO,"7,105",560,92.50%,4268,7685
NARVAEZ,"7,103",561,90.30%,4177,7865
TAFOYA,"7,071",562,78.40%,3621,"9,014"
GREEN,"7,070",563,1.70%,37,"413,477"
SCOTT,"7,058",564,1.70%,36,"420,091"
AMBRIZ,"7,039",565,96.50%,4478,7291
LARIOS,"7,036",566,93.60%,4365,7521
OROSCO,"7,023",567,90.00%,4210,7802
CARRION,"6,983",568,85.90%,4012,8129
VALLADARES,"6,979",569,92.90%,4369,7516
ESTEVEZ,"6,977",570,90.60%,4256,7702
MONTENEGRO,"6,961",571,87.60%,4124,7943
NINO,"6,952",572,86.70%,4085,8023
PICHARDO,"6,929",573,94.80%,4462,7308
NELSON,"6,926",574,1.70%,40,"412,236"
TELLO,"6,921",575,89.80%,4252,7707
HERNANDES,"6,905",576,94.40%,4461,7313
LEBRON,"6,879",577,86.70%,4129,7938
BELLO,"6,867",578,57.50%,2779,"11,933"
OLGUIN,"6,862",579,87.60%,4197,7835
PAEZ,"6,862",579,89.00%,4250,7711
TIJERINA,"6,860",581,91.10%,4358,7530
MANZO,"6,854",582,64.70%,3126,"10,595"
MARTINES,"6,837",583,85.00%,4070,8041
TORO,"6,800",584,79.30%,3798,"8,576"
CALVILLO,"6,783",585,93.40%,4494,7265
IGLESIAS,"6,776",586,85.00%,4118,7975
ECHEVARRIA,"6,774",587,89.20%,4331,7590
TRINIDAD,"6,764",588,73.30%,3533,9228
HILL,"6,753",589,1.60%,41,"411,770"
RIVERO,"6,744",590,84.30%,4095,8001
CEDILLO,"6,738",591,95.10%,4587,7085
LAZO,"6,711",592,78.00%,3782,8600
WRIGHT,"6,694",593,1.50%,34,"440,367"
GRIEGO,"6,634",594,84.20%,4164,"7,883"
HALL,"6,630",595,1.40%,30,"473,568"
LUCIO,"6,610",596,86.60%,4299,7632
VALERIO,"6,602",597,65.40%,3248,"10,098"
MACIEL,"6,601",598,78.50%,3882,"8,407"
BALTAZAR,"6,600",599,76.30%,3765,8650
PANIAGUA,"6,596",600,94.20%,4630,7004
SANCHES,"6,575",601,88.20%,4397,7457
DELUNA,"6,559",602,85.40%,4270,7684
DELRIO,"6,555",603,86.50%,4336,7580
MATEO,"6,523",604,76.40%,3811,8540
VIERA,"6,496",605,74.80%,3749,"8,686"
OLMOS,"6,492",606,92.90%,4644,6985
INFANTE,"6,455",607,76.20%,3856,"8,467"
MIRAMONTES,"6,451",608,94.30%,4740,6841
PARTIDA,"6,437",609,94.70%,4767,6797
OLIVO,"6,411",610,77.60%,3948,"8,262"
MAESTAS,"6,398",611,81.70%,4198,"7,830"
ROJO,"6,393",612,90.50%,4597,7062
BARBA,"6,392",613,70.30%,3593,"9,088"
MAYORGA,"6,389",614,93.10%,4726,6864
RODARTE,"6,385",615,91.70%,4655,6962
CONCEPCION,"6,372",616,69.10%,3536,9222
TAVAREZ,"6,366",617,95.20%,4817,6690
INIGUEZ,"6,355",618,96.00%,4870,6621
MERINO,"6,339",619,84.70%,4390,7480
PALOMINO,"6,323",620,90.80%,4654,6963
BADILLO,"6,322",621,90.60%,4647,6980
PARDO,"6,313",622,71.40%,3687,"8,847"
ALDANA,"6,311",623,88.50%,4565,7128
ARMIJO,"6,300",624,84.40%,4393,7465
GAONA,"6,264",625,93.80%,4823,6677
LEDEZMA,"6,246",626,95.90%,4954,6512
TAVERAS,"6,244",627,95.20%,4922,6559
DEANDA,"6,237",628,89.80%,4669,6944
CEDENO,"6,232",629,88.90%,4622,7014
MOSQUEDA,"6,212",630,92.20%,4786,6739
SANTAMARIA,"6,193",631,68.80%,3626,"9,005"
VALDOVINOS,"6,167",632,96.70%,5047,6375
CHAVIRA,"6,146",633,94.50%,4961,6507
MAYA,"6,145",634,85.00%,4520,7227
JURADO,"6,138",635,90.10%,4760,6809
CAMPBELL,"6,137",636,1.60%,43,"371,953"
AVINA,"6,128",637,92.40%,4858,6631
PEREIRA,"6,113",638,26.70%,1428,"22,921"
BAHENA,"6,106",639,97.90%,5158,6240
LOZA,"6,089",640,91.40%,4832,6665
SARMIENTO,"6,079",641,67.60%,3630,8986
BAKER,"6,076",642,1.50%,38,"413,351"
BALLESTEROS,"6,072",643,78.70%,4248,7714
GRACIA,"6,062",644,80.70%,4371,7514
MARISCAL,"6,056",645,94.60%,5029,6401
TINOCO,"6,056",645,94.90%,5046,6379
PERDOMO,"6,025",647,92.10%,4934,6544
MENDIOLA,"6,016",648,75.40%,4112,7980
MITCHELL,"5,989",649,1.60%,44,"367,433"
RUEDA,"5,988",650,91.90%,4953,6513
MENCHACA,"5,987",651,90.50%,4872,6618
SANABRIA,"5,984",652,91.10%,4917,6566
BAEZA,"5,953",653,92.50%,4998,6436
MONTELONGO,"5,941",654,94.20%,5105,6308
ALFONSO,"5,931",655,61.60%,3404,"9,632"
CANDELARIA,"5,924",656,82.20%,4526,7208
COTA,"5,914",657,63.20%,3494,"9,356"
MORIN,"5,899",658,20.90%,1136,"28,184"
TAMEZ,"5,896",659,91.80%,5013,6423
ARGUELLO,"5,890",660,89.40%,4900,6585
RODAS,"5,889",661,87.30%,4782,6743
CARDOZA,"5,888",662,57.00%,3185,"10,335"
BARRETO,"5,856",663,81.20%,4524,"7,209"
ECHEVERRIA,"5,843",664,90.20%,4975,6481
VALVERDE,"5,839",665,88.10%,4863,6628
COLLADO,"5,825",666,85.00%,4735,6854
ARANA,"5,814",667,83.60%,4660,6957
NOLASCO,"5,809",668,86.40%,4803,6720
ROBERTS,"5,786",669,1.60%,45,"366,215"
CARVAJAL,"5,766",670,89.90%,5024,6411
PAULINO,"5,763",671,73.50%,4192,"7,840"
MADERA,"5,759",672,80.40%,4549,"7,160"
MERAZ,"5,753",673,94.20%,5252,6106
CAMARGO,"5,747",674,88.10%,4949,6520
PINTO,"5,731",675,32.80%,1883,"17,488"
ISLAS,"5,709",676,94.60%,5316,6033
MAGALLANES,"5,697",677,90.50%,5116,6294
PLASCENCIA,"5,696",678,97.40%,5469,5846
VILLALPANDO,"5,675",679,93.90%,5307,6041
BARELA,"5,673",680,83.20%,4749,6822
ALCANTARA,"5,666",681,69.80%,4017,8112
QUESADA,"5,666",681,85.80%,4880,6603
SANTOYO,"5,649",683,93.70%,5319,6032
JORDAN,"5,640",684,2.90%,105,"197,212"
ANGELES,"5,637",685,63.50%,3676,8873
LOVATO,"5,623",686,75.60%,4407,"7,437"
RAMIRES,"5,619",687,96.40%,5490,5827
FRAUSTO,"5,596",688,93.80%,5368,5968
SARABIA,"5,589",689,90.60%,5203,6170
LOZADA,"5,568",690,85.40%,4945,6521
ZAYAS,"5,567",691,86.80%,5025,6410
PHILLIPS,"5,559",692,1.60%,47,"351,848"
FRANCISCO,"5,546",693,30.90%,1833,"17,976"
JAQUEZ,"5,540",694,93.40%,5402,5934
LIMA,"5,514",695,40.70%,2449,"13,539"
CARTER,"5,511",696,1.50%,46,"362,548"
PALACIO,"5,506",697,80.30%,4731,6860
CARTAGENA,"5,501",698,92.10%,5363,5974
MANRIQUEZ,"5,479",699,92.30%,5402,5934
SAMANIEGO,"5,456",700,86.40%,5101,6314
PELAYO,"5,453",701,90.10%,5295,6054
MONTEMAYOR,"5,448",702,82.20%,4860,6630
VILLATORO,"5,445",703,95.20%,5572,5720
JARA,"5,437",704,85.50%,5060,6359
SANTACRUZ,"5,423",705,87.60%,5187,6188
MONCADA,"5,420",706,88.90%,5257,6096
CASAREZ,"5,404",707,91.60%,5430,5898
ABARCA,"5,400",708,92.60%,5486,5830
GRIJALVA,"5,398",709,89.90%,5342,6007
MORRIS,"5,393",710,1.70%,56,"311,754"
MAGDALENO,"5,388",711,93.20%,5527,5780
URIAS,"5,378",712,91.80%,5463,5857
PUENTES,"5,366",713,92.90%,5529,5778
PINO,"5,353",714,55.40%,3393,"9,656"
CONDE,"5,339",715,70.40%,4335,"7,581"
MATIAS,"5,325",716,73.00%,4476,"7,295"
ALMARAZ,"5,319",717,94.40%,5651,5634
VACA,"5,315",718,91.20%,5485,5831
EVANS,"5,305",719,1.60%,48,"342,237"
CASANOVA,"5,289",720,70.20%,4355,"7,533"
GAITAN,"5,276",721,90.50%,5490,5827
TERAN,"5,275",722,89.90%,5452,5869
ORTA,"5,232",723,90.10%,5502,5808
ROGERS,"5,211",724,1.80%,61,"294,403"
ZAMARRIPA,"5,174",725,93.70%,5747,5522
OSUNA,"5,169",726,89.20%,5516,5793
EDWARDS,"5,168",727,1.60%,53,"317,070"
RESTREPO,"5,166",728,90.80%,5595,5692
OVIEDO,"5,162",729,93.20%,5732,5540
QUILES,"5,149",730,91.10%,5631,5654
MORGAN,"5,141",731,1.90%,62,"276,400"
MARTE,"5,133",732,84.30%,5261,6090
COLLINS,"5,117",733,1.60%,52,"317,848"
CASTELLON,"5,109",734,91.90%,5719,5557
ROYBAL,"5,088",735,81.20%,5142,6263
OVALLE,"5,079",736,92.90%,5792,5466
BORREGO,"5,071",737,89.60%,5622,5662
VELARDE,"5,068",738,79.60%,5056,6367
CASTANON,"5,063",739,94.30%,5902,5368
DELTORO,"5,060",740,92.00%,5763,5501
PALOMO,"5,028",741,88.10%,5583,5705
QUEVEDO,"5,012",742,89.40%,5676,5607
HARO,"5,008",743,89.40%,5682,5602
GALICIA,"4,984",744,88.10%,5629,5655
BAZAN,"4,980",745,82.00%,5275,6070
FAVELA,"4,980",745,94.90%,6034,5247
STEWART,"4,975",747,1.60%,54,"312,899"
LEIVA,"4,971",748,90.30%,5760,5505
PARADA,"4,969",749,85.80%,5520,5790
LOREDO,"4,967",750,92.90%,5924,5349
BARAHONA,"4,967",750,93.00%,5936,5338
CARRASQUILLO,"4,958",752,92.20%,5892,5378
ORDAZ,"4,958",752,95.10%,6070,5211
CALDERA,"4,956",754,87.40%,5608,5673
POSADA,"4,956",754,90.60%,5789,5469
MANZANO,"4,955",756,74.30%,4830,6670
ABREGO,"4,954",757,92.00%,5882,5387
BOCANEGRA,"4,954",757,94.00%,6010,5272
MANCILLA,"4,946",759,90.50%,5791,5467
ARAIZA,"4,933",760,93.40%,6002,5284
VERDUGO,"4,913",761,88.70%,5730,5542
AMEZCUA,"4,911",762,96.20%,6180,5104
TALAVERA,"4,910",763,87.40%,5670,5615
RAYA,"4,906",764,87.10%,5653,5631
FERREIRA,"4,901",765,22.00%,1465,"22,320"
ALEJANDRO,"4,888",766,83.60%,5468,5847
GALAN,"4,886",767,80.70%,5290,6057
GURROLA,"4,883",768,93.80%,6078,5205
IBANEZ,"4,881",769,81.10%,5328,6018
MELGAR,"4,874",770,91.90%,5977,5303
BUENROSTRO,"4,861",771,96.90%,6259,5018
ARRIOLA,"4,827",772,78.60%,5224,6140
SERVIN,"4,824",773,88.70%,5824,5437
PABON,"4,816",774,87.90%,5778,5481
OLIVERA,"4,792",775,74.70%,5021,"6,412"
ASCENCIO,"4,783",776,94.60%,6227,5058
OZUNA,"4,779",777,92.60%,6120,5162
PUGA,"4,772",778,91.30%,6057,5224
JAMES,"4,758",779,2.00%,80,"233,224"
PIZARRO,"4,737",780,83.70%,5627,5658
PARKER,"4,734",781,1.50%,51,"324,246"
OROPEZA,"4,729",782,94.30%,6262,5015
MURO,"4,718",783,78.50%,5339,"6,009"
MONGE,"4,710",784,81.70%,5541,5764
TURNER,"4,699",785,1.40%,49,"335,663"
DAVALOS,"4,692",786,91.40%,6141,5135
VELIZ,"4,686",787,92.00%,6188,5094
TENORIO,"4,685",788,74.40%,5110,6301
DESANTIAGO,"4,683",789,96.70%,6463,4845
SEVILLA,"4,679",790,74.50%,5132,6281
BEJARANO,"4,677",791,92.20%,6212,5071
VERDUZCO,"4,660",792,94.80%,6373,4917
COTTO,"4,648",793,88.20%,6013,5268
MURPHY,"4,628",794,1.50%,58,"300,501"
MENJIVAR,"4,620",795,95.90%,6496,4819
ARANGO,"4,617",796,88.80%,6086,5202
MANZANARES,"4,598",797,87.60%,6032,5249
PINON,"4,596",798,89.60%,6155,5127
MELCHOR,"4,591",799,83.50%,5770,5498
DELAFUENTE,"4,590",800,86.20%,5954,5324
DUQUE,"4,580",801,80.00%,5569,5723
PINEDO,"4,559",802,94.10%,6466,4843
LEIJA,"4,554",803,93.30%,6426,4879
LUCAS,"4,549",804,4.50%,275,"100,417"
NUNO,"4,537",805,93.00%,6428,4878
GASTELUM,"4,535",806,92.70%,6410,4891
MICHEL,"4,532",807,21.10%,1539,"21,487"
CARRIZALES,"4,530",808,93.20%,6439,4863
GALAVIZ,"4,529",809,94.10%,6502,4815
ABEYTA,"4,506",810,80.00%,5648,5635
KELLY,"4,505",811,1.70%,69,"260,385"
VANEGAS,"4,468",812,93.20%,6523,4795
URRUTIA,"4,458",813,85.30%,6055,5225
LAGUNAS,"4,456",814,95.80%,6700,4651
LIZARRAGA,"4,448",815,93.80%,6592,4741
AVELAR,"4,439",816,88.20%,6249,5034
PALOMARES,"4,423",817,91.80%,6499,4817
ESCALERA,"4,419",818,91.60%,6491,4822
ORONA,"4,415",819,87.70%,6252,5032
HERMOSILLO,"4,412",820,92.60%,6563,4763
HUIZAR,"4,409",821,93.90%,6641,4693
RASCON,"4,382",822,92.20%,6573,4754
ANDINO,"4,379",823,90.30%,6456,4849
GIRALDO,"4,372",824,91.00%,6513,4807
RICHARDSON,"4,367",825,1.80%,74,"249,533"
NAZARIO,"4,364",826,85.10%,6155,5127
LUEVANO,"4,356",827,93.60%,6698,4652
SALVADOR,"4,352",828,49.30%,3694,"8,827"
DIMAS,"4,330",829,84.20%,6136,5140
GARRIDO,"4,328",830,75.90%,5589,5699
MEDELLIN,"4,300",831,90.80%,6599,4738
RIOJAS,"4,299",832,91.80%,6656,4684
PETERSON,"4,291",833,1.60%,63,"275,041"
AGUERO,"4,286",834,89.70%,6546,4776
TOBAR,"4,278",835,86.70%,6355,4933
ALEXANDER,"4,275",836,2.20%,111,"193,443"
CLAUDIO,"4,274",837,81.20%,6018,5263
DELAO,"4,272",838,89.50%,6550,4771
YEPEZ,"4,271",839,94.40%,6849,4524
CHAIREZ,"4,265",840,97.10%,7036,4391
LEOS,"4,245",841,89.50%,6592,4741
MACHUCA,"4,238",842,94.30%,6893,4492
SALMERON,"4,218",843,94.60%,6935,4461
ALMAGUER,"4,213",844,92.50%,6816,4553
LORA,"4,201",845,84.20%,6287,4992
VICENTE,"4,200",846,65.90%,5049,6374
COOK,"4,186",847,1.40%,60,"294,795"
BARBOZA,"4,185",848,65.70%,5055,"6,371"
BUSTILLOS,"4,180",849,93.00%,6888,4496
TOSCANO,"4,179",850,54.50%,4274,"7,673"
GARCES,"4,179",850,83.50%,6272,5004
WARD,"4,168",852,1.60%,71,"254,121"
CORONEL,"4,163",853,83.30%,6279,4997
COOPER,"4,159",854,1.50%,64,"270,097"
MENESES,"4,155",855,73.00%,5593,5695
ESQUEDA,"4,155",855,95.30%,7077,4360
QUIROGA,"4,147",857,90.10%,6750,4602
LUCIANO,"4,146",858,48.90%,3848,"8,478"
LUIS,"4,146",858,60.60%,4737,"6,845"
ALVARENGA,"4,142",860,92.50%,6915,4476
ARREGUIN,"4,134",861,93.80%,7013,4406
CHAPARRO,"4,124",862,93.10%,6973,4431
BELL,"4,104",863,1.60%,67,"264,752"
ARVIZU,"4,100",864,92.10%,6946,4451
CARRENO,"4,098",865,90.80%,6869,4512
VIRAMONTES,"4,077",866,94.80%,7157,4302
ANTONIO,"4,075",867,39.70%,3200,"10,267"
RIZO,"4,075",867,92.70%,7030,4395
SENA,"4,067",869,59.60%,4746,"6,825"
CABAN,"4,058",870,83.40%,6434,4868
ARAMBULA,"4,056",871,92.90%,7063,4367
GARDUNO,"4,035",872,91.80%,7028,4397
MORALEZ,"4,035",872,92.20%,7048,4378
PAYAN,"4,028",874,84.30%,6541,4780
GASPAR,"4,023",875,52.90%,4327,"7,601"
OBREGON,"4,015",876,90.10%,6940,4457
TARANGO,"4,009",877,92.70%,7127,4324
ROSS,"4,003",878,1.80%,89,"219,961"
BALDERRAMA,"4,002",879,89.40%,6908,4479
ROLON,"3,994",880,88.10%,6834,4534
GONSALEZ,"3,990",881,95.40%,7334,4184
PENALOZA,"3,988",882,94.40%,7279,4223
GUDINO,"3,982",883,95.20%,7340,4181
LANDA,"3,979",884,69.00%,5539,"5,765"
RUBALCAVA,"3,974",885,94.40%,7302,4208
ESQUIBEL,"3,972",886,84.40%,6629,4708
CARPIO,"3,962",887,75.50%,6031,5250
WOOD,"3,957",888,1.60%,75,"247,299"
BEDOLLA,"3,952",889,93.60%,7276,4224
HOWARD,"3,949",890,1.50%,70,"254,779"
REY,"3,947",891,53.70%,4450,"7,348"
BENNETT,"3,944",892,1.60%,78,"239,055"
ALEGRIA,"3,943",893,89.50%,7013,4406
BOJORQUEZ,"3,933",894,92.80%,7258,4239
TURCIOS,"3,922",895,95.20%,7450,4118
OCEGUERA,"3,922",895,96.20%,7525,4078
CASTELLANO,"3,919",897,40.30%,3361,"9,732"
ALMEIDA,"3,916",898,29.00%,2452,"13,523"
LOPES,"3,914",899,24.40%,2074,"16,029"
DIAS,"3,910",900,28.20%,2398,"13,847"
IZQUIERDO,"3,902",901,91.80%,7237,4251
BROOKS,"3,900",902,1.60%,77,"240,751"
BARCENAS,"3,900",902,93.60%,7373,4166
ALBARRAN,"3,897",904,93.90%,7403,4150
ALVA,"3,894",905,85.20%,6796,4573
AGOSTO,"3,894",905,86.20%,6860,4519
SANDERS,"3,888",907,1.80%,88,"220,902"
OQUENDO,"3,884",908,90.50%,7170,4292
REED,"3,878",909,1.50%,65,"267,443"
MACEDO,"3,877",910,66.90%,5512,"5,797"
REZA,"3,877",910,82.30%,6623,4712
CARDOSO,"3,870",912,52.60%,4446,"7,361"
COX,"3,857",913,1.50%,72,"253,771"
MANDUJANO,"3,857",913,96.80%,7702,3983
BAILEY,"3,856",915,1.50%,66,"265,916"
SANMIGUEL,"3,849",916,83.90%,6772,4588
CHAVES,"3,840",917,54.40%,4602,"7,055"
WATSON,"3,830",918,1.60%,76,"242,432"
RECINOS,"3,825",919,95.00%,7609,4028
MONREAL,"3,821",920,88.20%,7108,4334
GARNICA,"3,816",921,92.70%,7452,4117
LABOY,"3,810",922,84.60%,6885,4501
CASTREJON,"3,786",923,96.60%,7826,3921
PERRY,"3,785",924,1.80%,97,"212,644"
DELAPAZ,"3,779",925,79.90%,6611,4729
CERVANTEZ,"3,772",926,91.90%,7482,4105
MIGUEL,"3,767",927,51.70%,4484,"7,282"
GRANADO,"3,765",928,89.50%,7302,4208
FOSTER,"3,758",929,1.70%,87,"221,040"
CHARLES,"3,751",930,7.30%,589,"51,518"
IZAGUIRRE,"3,751",930,94.10%,7700,3985
MELGOZA,"3,749",932,96.60%,7916,3879
MONTESDEOCA,"3,747",933,94.50%,7726,3966
MALAVE,"3,741",934,89.50%,7344,4178
PERES,"3,730",935,77.80%,6528,4793
FABIAN,"3,720",936,34.00%,3034,"10,951"
OLIVER,"3,718",937,3.30%,248,"111,641"
GRAY,"3,716",938,1.60%,79,"236,713"
DORADO,"3,715",939,90.20%,7452,4117
PERAZA,"3,712",940,92.70%,7660,4005
DURON,"3,703",941,84.80%,7063,4367
CERNA,"3,703",941,92.10%,7625,4020
GRIMALDO,"3,693",943,93.10%,7726,3966
GURULE,"3,685",944,80.20%,6760,4596
CARO,"3,681",945,72.90%,6236,"5,052"
CAMPA,"3,679",946,83.80%,7038,4389
BERUMEN,"3,664",947,92.00%,7702,3983
LECHUGA,"3,658",948,94.40%,7925,3873
CASTANO,"3,646",949,76.90%,6596,4739
CALVO,"3,632",950,69.60%,6065,"5,218"
HUGHES,"3,624",951,1.60%,83,"229,390"
LAZARO,"3,604",952,63.10%,5581,5709
MARMOLEJO,"3,594",953,93.90%,8000,3828
TALAMANTES,"3,587",954,92.00%,7867,3901
GALLO,"3,583",955,16.90%,1560,"21,149"
SORTO,"3,583",955,95.30%,8123,3760
ENCARNACION,"3,582",957,76.20%,6633,4703
BURCIAGA,"3,580",958,94.80%,8082,3778
UMANA,"3,578",959,90.70%,7762,3947
ZENDEJAS,"3,578",959,96.30%,8214,3714
MOREIRA,"3,572",961,56.10%,5059,"6,363"
ROA,"3,570",962,78.20%,6802,4565
OLMEDO,"3,565",963,93.40%,8017,3816
CATALAN,"3,561",964,85.30%,7358,4173
ELIZALDE,"3,558",965,91.60%,7902,3886
MAGALLON,"3,557",966,94.30%,8092,3774
GOMES,"3,540",967,17.20%,1606,"20,532"
SAIZ,"3,539",968,82.60%,7181,4285
SARAVIA,"3,531",969,93.00%,8057,3795
COLIN,"3,528",970,63.20%,5697,"5,583"
SISNEROS,"3,524",971,84.40%,7347,4177
SULLIVAN,"3,515",972,1.60%,92,"215,640"
CIFUENTES,"3,513",973,93.30%,8111,3766
RUSSELL,"3,512",974,1.60%,93,"215,432"
GALLEGO,"3,510",975,78.60%,6930,4465
VELOZ,"3,505",976,93.30%,8128,3757
GOVEA,"3,503",977,91.20%,7986,3839
CHAIDEZ,"3,499",978,96.10%,8357,3640
TELLES,"3,498",979,77.30%,6850,4523
PELAEZ,"3,498",979,86.40%,7574,4048
SIMON,"3,487",981,4.70%,383,"74,839"
ALMAZAN,"3,484",982,80.90%,7154,4304
COSME,"3,472",983,83.90%,7420,4140
PIZANO,"3,468",984,92.10%,8110,3767
SUAZO,"3,463",985,83.80%,7430,4133
PALAFOX,"3,427",986,89.50%,8003,3827
BARRIGA,"3,427",986,92.30%,8219,3711
AHUMADA,"3,425",988,93.10%,8276,3679
ARMAS,"3,422",989,79.00%,7110,4333
CASIANO,"3,417",990,84.80%,7607,4030
FREGOSO,"3,415",991,95.10%,8450,3590
AGUILA,"3,400",992,78.60%,7122,4326
GUADARRAMA,"3,400",992,97.00%,8633,3506
GUADALUPE,"3,396",994,91.70%,8231,3704
HENDERSON,"3,383",995,1.60%,101,"210,094"
SOLER,"3,378",996,78.20%,7135,4319
BORGES,"3,376",997,32.80%,3196,"10,282"
SIGALA,"3,373",998,92.20%,8321,3660
COBOS,"3,365",999,90.10%,8164,3736
ALVARES,"3,356",1000,91.00%,8266,3687
ALEJO,"3,350",1001,82.10%,7520,4081
RUANO,"3,348",1002,89.20%,8134,3754
PLAZA,"3,342",1003,71.00%,6631,"4,705"
PRICE,"3,340",1004,1.50%,84,"228,756"
LAMAS,"3,332",1005,84.10%,7732,3962
LAGUNA,"3,332",1005,85.30%,7858,3906
ELLIS,"3,329",1007,1.80%,121,"181,934"
BRUNO,"3,327",1008,11.60%,1119,"28,729"
FISHER,"3,322",1009,1.60%,100,"210,279"
CALZADA,"3,320",1010,92.00%,8418,3607
COLUNGA,"3,315",1011,92.40%,8454,3589
MARAVILLA,"3,311",1012,88.40%,8147,3747
PASCUAL,"3,308",1013,43.90%,4354,7536
MAES,"3,299",1014,58.50%,5644,"5,640"
MONZON,"3,298",1015,78.80%,7336,4183
DEHOYOS,"3,296",1016,92.60%,8524,3560
GRAJEDA,"3,296",1016,93.60%,8603,3520
LOZOYA,"3,294",1018,96.10%,8798,3429
LONG,"3,285",1019,1.50%,86,"223,494"
JAVIER,"3,284",1020,49.80%,4891,6594
AYON,"3,278",1021,89.60%,8323,3659
AVENDANO,"3,275",1022,91.30%,8462,3586
CABELLO,"3,268",1023,84.10%,7902,3886
BORJA,"3,266",1024,60.80%,5895,5376
LUNG,"3,264",1025,44.90%,4496,"7,263"
GANDARA,"3,264",1025,89.80%,8363,3636
MCDONALD,"3,258",1027,1.90%,127,"176,094"
ANTUNEZ,"3,257",1028,89.80%,8377,3628
MUNOS,"3,255",1029,90.80%,8462,3586
SILVAS,"3,250",1030,81.10%,7657,4006
STEVENS,"3,247",1031,1.80%,122,"181,417"
CANCHOLA,"3,246",1032,91.60%,8557,3545
CANDELARIO,"3,236",1033,86.70%,8166,3734
ESCOTO,"3,236",1033,89.20%,8382,3627
ARZOLA,"3,229",1035,94.10%,8789,3433
REYNOLDS,"3,227",1036,1.60%,106,"195,598"
MOREL,"3,223",1037,51.10%,5104,"6,309"
PIEDRA,"3,215",1038,91.40%,8607,3518
DELREAL,"3,210",1039,95.30%,8932,3367
GUSMAN,"3,209",1040,79.10%,7563,4055
DELCID,"3,209",1040,95.00%,8907,3379
DANIEL,"3,208",1042,4.30%,380,"75,135"
FUNES,"3,205",1043,89.70%,8490,3574
MEJIAS,"3,203",1044,91.50%,8647,3499
PATTERSON,"3,197",1045,1.60%,104,"198,557"
JACQUEZ,"3,194",1046,89.70%,8517,3562
LANDAVERDE,"3,192",1047,95.20%,8968,3353
TOPETE,"3,192",1047,95.70%,9008,3336
MELENDREZ,"3,190",1049,90.00%,8560,3544
CESPEDES,"3,189",1050,89.90%,8551,3547
VIZCARRA,"3,187",1051,89.30%,8502,3570
CASARES,"3,185",1052,89.70%,8545,3549
GRAHAM,"3,183",1053,1.60%,108,"194,074"
BRICENO,"3,183",1053,91.00%,8650,3498
CAUDILLO,"3,174",1055,89.30%,8537,3554
BUTLER,"3,163",1056,1.50%,98,"210,879"
FELIZ,"3,149",1057,88.40%,8519,3561
MYERS,"3,148",1058,1.40%,85,"224,824"
ARRIETA,"3,146",1059,85.80%,8314,3665
AGUINAGA,"3,138",1060,92.40%,8868,3395
ALATORRE,"3,137",1061,93.80%,8986,3345
BARNES,"3,135",1062,1.50%,99,"210,426"
SALGUERO,"3,135",1062,93.40%,8959,3356
JORGE,"3,133",1064,64.50%,6450,"4,855"
PAIZ,"3,133",1064,86.60%,8396,3619
GASCA,"3,133",1064,91.80%,8835,3413
PLATA,"3,131",1067,80.40%,7883,3896
HAMILTON,"3,129",1068,1.60%,107,"194,331"
WEST,"3,129",1068,1.70%,115,"188,464"
WALLACE,"3,128",1070,1.60%,113,"190,760"
HARRISON,"3,125",1071,1.80%,128,"175,577"
CELAYA,"3,120",1072,85.20%,8319,3662
QUIJADA,"3,120",1072,92.70%,8934,3365
HARD,"3,116",1074,45.60%,4744,"6,831"
MELO,"3,110",1075,46.10%,4782,"6,743"
CORIA,"3,108",1076,83.90%,8227,3706
ENCISO,"3,106",1077,89.10%,8683,3485
CASTORENA,"3,104",1078,91.90%,8913,3377
ENCINAS,"3,102",1079,85.50%,8371,3630
TINAJERO,"3,101",1080,97.10%,9357,3195
GORDON,"3,099",1081,2.00%,151,"154,934"
ASTORGA,"3,099",1081,91.30%,8872,3394
DAMIAN,"3,096",1083,66.90%,6719,"4,631"
