LastName,NumPeopleRace,RankRace,PercentRace,RankAll,NumPeopleAll
ANAND,"1,686",582,86.10%,14101,1958
BAINS,"1,684",583,66.50%,11405,2534
KARIM,"1,682",584,43.70%,7966,3853
ZHEN,"1,673",585,97.70%,15661,1713
SAMSON,"1,670",586,16.60%,3265,"10,053"
MAEDA,"1,670",586,74.40%,12647,2245
OGAWA,"1,669",588,83.30%,13838,2004
SENG,"1,664",589,46.40%,8457,"3,588"
HYUN,"1,662",590,92.50%,15071,1796
GALANG,"1,661",591,88.20%,14514,1883
ANDRES,"1,660",592,16.50%,3273,"10,034"
SHUM,"1,660",592,82.00%,13724,2025
OKADA,"1,658",594,84.70%,14101,1958
KHANG,"1,657",595,92.90%,15167,1784
BERNARDO,"1,654",596,27.80%,5395,"5,939"
GABRIEL,"1,649",597,7.50%,1482,"22,013"
NAIK,"1,645",598,90.30%,14898,1822
ESTRADA,"1,643",599,1.80%,298,"92,831"
MOLINA,"1,643",599,2.30%,417,"70,211"
SHUKLA,"1,640",601,92.70%,15252,1770
AGRAWAL,"1,634",602,93.20%,15369,1753
ANSARI,"1,632",603,50.00%,9180,3267
BUTT,"1,628",604,24.20%,4794,"6,732"
MODI,"1,619",605,86.20%,14544,1879
THAKKAR,"1,619",605,92.00%,15327,1760
OTA,"1,613",607,79.10%,13641,2040
CHEE,"1,612",608,36.00%,6914,4477
KHANNA,"1,611",609,84.30%,14370,1910
RAY,"1,610",610,1.30%,208,"128,794"
CHAND,"1,610",610,72.00%,12692,2235
RO,"1,610",610,80.70%,13885,1995
KAPADIA,"1,608",613,90.60%,15225,1774
HONDA,"1,602",614,77.20%,13451,2076
HARADA,"1,602",614,80.70%,13957,1984
TOY,"1,600",616,27.90%,5567,"5,730"
CAMPBELL,"1,599",617,0.40%,43,"371,953"
ZAMAN,"1,596",618,72.50%,12822,2202
DANIEL,"1,593",619,2.10%,380,"75,135"
QIAN,"1,591",620,97.80%,16314,1626
LOH,"1,588",621,73.90%,13064,2150
DHALIWAL,"1,588",621,87.30%,14932,1818
LUK,"1,585",623,91.80%,15551,1727
PHILLIPS,"1,583",624,0.40%,47,"351,848"
TAMURA,"1,580",625,81.00%,14143,1951
TAING,"1,574",626,91.60%,15619,1718
ISHII,"1,571",627,81.90%,14325,1918
SERRANO,"1,564",628,2.80%,545,"55,057"
TIAN,"1,562",629,95.00%,16160,1645
JU,"1,557",630,91.50%,15752,1701
MORITA,"1,553",631,79.50%,14127,1954
CHOPRA,"1,553",631,84.90%,14857,1829
MONG,"1,548",633,49.60%,9550,"3,123"
CUI,"1,541",634,95.10%,16368,1620
PARMAR,"1,539",635,85.10%,14995,1809
RIZVI,"1,538",636,80.50%,14370,1910
YAMASAKI,"1,536",637,81.50%,14503,1884
IP,"1,536",637,93.50%,16184,1642
SONI,"1,529",639,82.80%,14755,1846
LUNA,"1,523",640,2.00%,378,"76,127"
MOHAN,"1,522",641,34.30%,6962,"4,440"
CHINN,"1,518",642,24.70%,5220,"6,146"
MARK,"1,517",643,9.50%,2091,"15,916"
YING,"1,513",644,90.30%,15933,1676
FAJARDO,"1,512",645,14.40%,3139,10530
ROSARIO,"1,502",646,4.10%,865,"36,539"
YUE,"1,502",646,93.20%,16444,1611
RAM,"1,495",648,54.00%,10629,2766
MERCHANT,"1,492",649,11.10%,2465,"13,421"
MOHAMED,"1,489",650,11.90%,2655,"12,499"
AOKI,"1,484",651,81.30%,14877,1825
FUJITA,"1,483",652,84.50%,15356,1756
SIMON,"1,482",653,2.00%,383,"74,839"
LOWE,"1,480",654,1.70%,309,"89,178"
VERGARA,"1,480",654,13.60%,3063,10844
SUM,"1,478",656,79.30%,14634,1864
DECASTRO,"1,476",657,34.90%,7265,"4,235"
AZIZ,"1,471",658,31.10%,6604,"4,735"
MUN,"1,470",659,91.90%,16535,1600
HUSAIN,"1,469",660,69.70%,13277,2108
ORTIZ,"1,460",661,0.70%,94,"214,683"
SEN,"1,457",662,74.00%,14044,1969
HASEGAWA,"1,454",663,84.60%,15619,1718
ISHIKAWA,"1,452",664,84.90%,15676,1711
BORJA,"1,450",665,27.00%,5895,5376
HUR,"1,449",666,89.70%,16400,1616
ARAKAKI,"1,445",667,84.10%,15611,1719
GAN,"1,441",668,62.40%,12343,2309
BAI,"1,440",669,87.80%,16202,1640
DSOUZA,"1,438",670,80.60%,15154,1785
RUAN,"1,435",671,69.10%,13440,2077
MITCHELL,"1,433",672,0.40%,44,"367,433"
VIRAY,"1,431",673,86.80%,16135,1648
PETERSON,"1,430",674,0.50%,63,"275,041"
VENTURA,"1,429",675,5.30%,1196,"26,769"
MIYASHIRO,"1,429",675,83.50%,15676,1711
PARKER,"1,427",677,0.40%,51,"324,246"
MASUDA,"1,424",678,79.90%,15177,1783
MENON,"1,423",679,87.60%,16333,1624
HERRERA,"1,422",680,1.00%,175,"140,786"
MATHEWS,"1,422",680,2.80%,609,"50,608"
DOSHI,"1,415",682,90.30%,16776,1567
CARTER,"1,414",683,0.40%,46,"362,548"
RAZA,"1,412",684,71.50%,14006,1976
XUE,"1,412",684,97.60%,17835,1447
SITU,"1,408",686,94.50%,17449,1490
GREEN,"1,406",687,0.30%,37,"413,477"
WADA,"1,402",688,78.30%,15110,1791
LANG,"1,400",689,2.30%,499,"59,843"
MISHRA,"1,400",689,90.70%,16977,1544
KHUU,"1,400",689,97.00%,17871,1444
GARG,"1,395",692,91.80%,17199,1519
SRIVASTAVA,"1,393",693,90.90%,17073,1533
SETHI,"1,388",694,86.20%,16450,1610
RYU,"1,388",694,94.20%,17588,1473
NARAYAN,"1,385",696,78.60%,15309,1762
NAKAMOTO,"1,382",697,81.50%,15780,1696
EVANS,"1,369",698,0.40%,48,"342,237"
DELAROSA,"1,364",699,4.80%,1137,"28,134"
CO,"1,364",699,79.60%,15652,1714
FUKUDA,"1,361",701,85.20%,16554,1597
CAMACHO,"1,357",702,2.80%,630,"49,000"
MATHUR,"1,357",702,89.20%,17170,1522
LUCAS,"1,356",704,1.40%,275,"100,417"
NAKASHIMA,"1,356",704,81.00%,15937,1675
LUC,"1,355",706,63.20%,13082,2145
MOHAMMAD,"1,353",707,37.30%,8377,"3,628"
GOMES,"1,347",708,6.60%,1606,"20,532"
SAN,"1,344",709,74.30%,14983,1810
MORRIS,"1,341",710,0.40%,56,"311,754"
WHANG,"1,340",711,92.00%,17734,1457
ENDO,"1,338",712,78.80%,15771,1698
BRAR,"1,338",712,86.20%,16906,1553
REHMAN,"1,335",714,67.30%,13943,1985
FERNANDES,"1,333",715,9.30%,2305,"14,385"
NGAI,"1,330",716,96.00%,18412,1385
GOTO,"1,329",717,28.30%,6639,4695
ZAIDI,"1,326",718,76.30%,15470,1738
MALLARI,"1,317",719,91.70%,17943,1436
NAKAYAMA,"1,315",720,85.50%,17030,1538
NATIVIDAD,"1,311",721,40.40%,9242,3244
CHAUHAN,"1,310",722,88.30%,17510,1483
ROSALES,"1,309",723,2.50%,595,"51,336"
SEE,"1,300",724,15.50%,3880,"8,412"
COOK,"1,297",725,0.40%,60,"294,795"
LORENZO,"1,295",726,10.30%,2643,"12,568"
MURPHY,"1,292",727,0.40%,58,"300,501"
YOSHIMURA,"1,290",728,84.50%,17141,1526
CHOO,"1,290",728,89.00%,17813,1449
PANGILINAN,"1,289",730,90.70%,18087,1421
NAKATA,"1,279",731,81.00%,16688,1579
BANERJEE,"1,279",731,86.30%,17521,1482
KELLY,"1,276",733,0.50%,69,"260,385"
PAL,"1,276",733,58.10%,12845,2196
THAN,"1,275",735,89.20%,18008,1429
VARUGHESE,"1,272",736,91.30%,18345,1393
EDWARDS,"1,268",737,0.40%,53,"317,070"
BRIONES,"1,265",738,11.40%,2971,11143
CHE,"1,265",738,84.30%,17363,1500
CARLOS,"1,264",740,10.40%,2718,"12,162"
ROBLES,"1,263",741,2.00%,489,"61,619"
WOOD,"1,261",742,0.50%,75,"247,299"
HIRATA,"1,260",743,82.20%,17087,1532
MAC,"1,253",744,67.40%,14664,1859
HAMADA,"1,251",745,67.90%,14783,1842
AGGARWAL,"1,248",746,91.60%,18634,1363
SOM,"1,246",747,83.20%,17377,1498
NOH,"1,243",748,87.10%,18025,1427
PATIL,"1,243",748,89.60%,18389,1388
SAETEURN,"1,243",748,93.00%,18892,1337
SEBASTIAN,"1,242",751,11.40%,3055,"10,878"
NICOLAS,"1,241",752,21.50%,5525,"5,783"
THOR,"1,241",752,55.80%,12737,2225
CHERIAN,"1,239",754,88.90%,18345,1393
INOUE,"1,237",755,89.30%,18412,1385
ROGERS,"1,236",756,0.40%,61,"294,403"
SOOHOO,"1,232",757,89.10%,18447,1382
CHAWLA,"1,231",758,89.90%,18582,1369
LAKHANI,"1,222",759,83.10%,17613,1470
CHUI,"1,219",760,93.60%,19248,1303
DY,"1,217",761,85.60%,18077,1422
CARINO,"1,216",762,33.30%,8334,"3,654"
AUSTRIA,"1,216",762,78.60%,16944,1548
QU,"1,214",764,95.50%,19629,1271
ODA,"1,213",765,69.40%,15408,1747
MOMIN,"1,213",765,86.30%,18239,1405
BELTRAN,"1,212",767,3.50%,914,"34,736"
MACH,"1,209",768,25.30%,6552,"4,770"
ANWAR,"1,205",769,65.20%,14745,1847
KONDO,"1,205",769,76.00%,16646,1585
ROQUE,"1,204",771,11.10%,3076,"10,806"
JUAN,"1,202",772,25.00%,6507,4811
MIGUEL,"1,201",773,16.50%,4484,"7,282"
TAMAYO,"1,200",774,9.90%,2729,12130
NOMURA,"1,200",774,82.40%,17734,1457
DOI,"1,197",776,79.30%,17268,1509
KAWAMOTO,"1,197",776,81.70%,17652,1466
TAKEUCHI,"1,197",776,84.70%,18153,1414
MEAS,"1,193",779,82.20%,17781,1452
PAEK,"1,191",780,87.20%,18607,1366
STEWART,"1,189",781,0.40%,54,"312,899"
PERERA,"1,189",781,40.90%,10176,2909
RAJAN,"1,188",783,89.70%,19028,1324
QIN,"1,188",783,98.00%,20382,1212
JAN,"1,181",785,65.30%,14995,1809
CHEEMA,"1,181",785,82.00%,17899,1441
PRAKASH,"1,177",787,86.70%,18693,1358
COLLINS,"1,176",788,0.40%,52,"317,848"
NO,"1,176",788,69.00%,15731,1704
MATEO,"1,172",790,13.70%,3811,8540
GIN,"1,167",791,81.80%,18025,1427
YOUN,"1,164",792,89.10%,19208,1307
TSO,"1,163",793,38.80%,9922,3001
NAGATA,"1,163",793,84.20%,18447,1382
MORGAN,"1,161",795,0.40%,62,"276,400"
SALES,"1,161",795,13.30%,3733,"8,725"
YAM,"1,160",797,83.90%,18447,1382
CHEONG,"1,158",798,88.40%,19174,1310
KURIAN,"1,157",799,80.20%,17884,1443
DALAL,"1,156",800,81.10%,18045,1425
RANDHAWA,"1,156",800,88.70%,19248,1303
CORDERO,"1,154",802,5.00%,1409,"23,127"
GOEL,"1,149",803,87.40%,19136,1314
MATHAI,"1,148",804,87.20%,19118,1316
JEW,"1,147",805,82.50%,18373,1390
PATHAK,"1,147",805,91.50%,19852,1253
HARA,"1,144",807,45.80%,11547,2497
WATSON,"1,139",808,0.50%,76,"242,432"
SHENG,"1,136",809,94.50%,20512,1202
CHAUDHARY,"1,132",810,82.70%,18588,1368
HAO,"1,130",811,89.30%,19695,1266
UM,"1,130",811,95.00%,20665,1190
MUKHERJEE,"1,128",813,88.60%,19599,1273
VORA,"1,127",814,89.80%,19828,1255
KUE,"1,123",815,90.40%,19991,1242
KOTHARI,"1,122",816,90.70%,20055,1237
HSIA,"1,122",816,94.80%,20763,1183
AUYEUNG,"1,120",818,96.50%,21088,1161
ASHRAF,"1,114",819,70.20%,16635,1586
RAJ,"1,113",820,77.50%,17935,1437
RAJA,"1,112",821,71.60%,16906,1553
CUNANAN,"1,112",821,85.40%,19263,1302
TAT,"1,111",823,89.50%,20006,1241
VILLEGAS,"1,110",824,3.20%,917,"34,684"
TURNER,"1,108",825,0.30%,49,"335,663"
KAWAMURA,"1,106",826,83.20%,18965,1330
VASQUEZ,"1,104",827,0.70%,143,"159,989"
SAXENA,"1,104",827,91.50%,20456,1206
SULTANA,"1,103",829,70.30%,16761,1569
SHIMABUKURO,"1,103",829,82.60%,18916,1335
BHAT,"1,102",831,93.90%,20916,1173
KUBOTA,"1,101",832,82.10%,18857,1341
YOKOYAMA,"1,101",832,86.00%,19515,1280
BARTOLOME,"1,100",834,59.80%,14792,1841
CHAVEZ,"1,097",835,0.60%,118,"185,865"
QUON,"1,097",835,82.50%,18965,1330
PILLAI,"1,095",837,87.10%,19806,1257
KHALID,"1,093",838,62.40%,15375,1752
LIOU,"1,093",838,95.70%,21369,1142
ATIENZA,"1,092",840,85.40%,19537,1278
ESGUERRA,"1,089",841,72.50%,17334,1503
SHANKAR,"1,089",841,85.70%,19629,1271
SAEED,"1,088",843,50.40%,13019,2159
ZAMORA,"1,086",844,2.40%,684,"45,806"
LOK,"1,086",844,85.40%,19629,1271
BELL,"1,085",846,0.40%,67,"264,752"
KINOSHITA,"1,085",846,83.50%,19285,1300
CRISOSTOMO,"1,083",848,50.90%,13169,2128
SAHA,"1,083",848,77.40%,18278,1400
ISHIDA,"1,083",848,82.50%,19157,1312
GAMBOA,"1,081",851,7.20%,2205,"15,117"
GUEVARRA,"1,081",851,72.60%,17466,1488
COOPER,"1,080",853,0.40%,64,"270,097"
MIURA,"1,079",854,79.30%,18667,1360
MORIMOTO,"1,079",854,81.90%,19090,1318
CHIA,"1,078",856,72.80%,17530,1481
TUAZON,"1,077",857,90.10%,20599,1195
REED,"1,070",858,0.40%,65,"267,443"
MENDIOLA,"1,069",859,13.40%,4112,7980
YOSHIOKA,"1,069",859,89.00%,20528,1201
OGATA,"1,068",861,75.00%,18057,1424
CANLAS,"1,068",861,87.00%,20180,1228
BALLESTEROS,"1,065",863,13.80%,4248,7714
BAILEY,"1,064",864,0.40%,66,"265,916"
NISHIMOTO,"1,063",865,82.00%,19328,1297
BALTAZAR,"1,061",866,12.30%,3765,8650
SHRESTHA,"1,061",866,84.60%,19840,1254
JEN,"1,060",868,84.30%,19797,1258
JUE,"1,059",869,80.30%,19090,1318
ASLAM,"1,056",870,78.00%,18748,1353
YEO,"1,054",871,48.00%,12858,"2,194"
VILORIA,"1,053",872,58.70%,15088,1794
RAMAN,"1,053",872,75.40%,18324,1396
BAJWA,"1,052",874,84.30%,19908,1248
CAMPOS,"1,049",875,1.50%,420,"69,950"
CHATTERJEE,"1,049",875,87.90%,20629,1193
PADUA,"1,048",877,51.60%,13702,2030
UYEDA,"1,048",877,80.60%,19272,1301
PHUONG,"1,048",877,96.70%,22212,1084
PETERS,"1,047",880,0.80%,190,"134,231"
QI,"1,045",881,98.00%,22521,1066
ESPINOSA,"1,044",882,3.40%,1047,"30,538"
SALEEM,"1,044",882,49.40%,13240,2114
RAMACHANDRAN,"1,043",884,95.00%,22011,1098
GRAY,"1,042",885,0.40%,79,"236,713"
VARGAS,"1,041",886,0.80%,221,"123,952"
HUEY,"1,039",887,10.50%,3318,"9,881"
TANIGUCHI,"1,039",887,79.00%,19118,1316
DESILVA,"1,038",889,26.00%,7698,"3,986"
OUYANG,"1,037",890,97.70%,22612,1061
MUNOZ,"1,036",891,0.90%,232,"117,774"
HAQ,"1,036",891,78.90%,19144,1313
PENA,"1,033",893,1.10%,284,"98,345"
VALENZUELA,"1,033",893,2.40%,711,"43,770"
SOOD,"1,033",893,78.10%,19048,1322
ABBAS,"1,028",896,32.10%,9348,"3,199"
SARKAR,"1,028",896,89.90%,21335,1144
AHUJA,"1,027",898,87.40%,20887,1175
THONG,"1,026",899,88.80%,21156,1156
OKAMURA,"1,025",900,78.60%,19242,1304
ORTEGA,"1,024",901,1.10%,296,"93,131"
MURTHY,"1,023",902,87.10%,20898,1174
RODRIGUES,"1,021",903,3.80%,1204,"26,652"
KHATRI,"1,021",903,88.80%,21254,1150
NARAYANAN,"1,019",905,93.70%,22174,1087
FOSTER,"1,017",906,0.50%,87,"221,040"
CASTANEDA,"1,017",906,2.00%,600,"51,089"
WARD,"1,016",908,0.40%,71,"254,121"
PABLO,"1,016",908,26.00%,7845,3914
MANZANO,"1,015",910,15.20%,4830,6670
ROSS,"1,012",911,0.50%,89,"219,961"
MIAO,"1,012",911,96.10%,22753,1053
SHIEH,"1,011",913,95.60%,22670,1058
SHETTY,"1,010",914,92.50%,22098,1092
SZE,"1,009",915,88.70%,21424,1138
MAGNO,"1,008",916,44.70%,12596,2256
MURATA,"1,007",917,82.50%,20270,1221
UCHIDA,"1,005",918,84.20%,20629,1193
RAJU,"1,004",919,85.50%,20898,1174
SHIBATA,"1,001",920,83.60%,20565,1198
ROXAS,"1,000",921,83.30%,20528,1201
SUAREZ,997,922,2.10%,658,"47,235"
VELASQUEZ,995,923,1.70%,525,"57,163"
ESTEBAN,994,924,32.10%,9646,3092
SULLIVAN,992,925,0.50%,92,"215,640"
COX,990,926,0.40%,72,"253,771"
SALAS,990,926,2.10%,643,"48,282"
HIGASHI,989,928,81.70%,20397,1211
BROOKS,987,929,0.40%,77,"240,751"
BLANCO,986,930,3.40%,1115,"28,843"
KAWAKAMI,986,930,79.30%,19976,1243
GOYAL,986,930,92.80%,22570,1063
VARMA,985,933,84.80%,21069,1162
KHA,985,933,94.90%,22999,1038
ALFONSO,984,935,10.20%,3404,"9,632"
KAWASAKI,984,935,78.70%,19882,1251
HAIDER,983,937,32.80%,9929,"2,999"
TOMITA,983,937,77.00%,19554,1277
SUEN,981,939,90.20%,22174,1087
BENNETT,980,940,0.40%,78,"239,055"
NHAN,980,940,95.00%,23104,1032
DESHPANDE,980,940,95.10%,23128,1031
GOO,979,943,74.40%,19118,1316
PERRY,978,944,0.50%,97,"212,644"
PURI,978,944,77.70%,19784,1259
LUNG,977,946,13.50%,4496,"7,263"
ARELLANO,973,947,2.80%,905,"34,999"
SIDDIQI,972,948,74.80%,19285,1300
THAM,972,948,87.50%,21814,1111
DATTA,971,950,81.30%,20599,1195
HOWARD,968,951,0.40%,70,"254,779"
YAMAUCHI,968,951,81.60%,20711,1187
AGUINALDO,968,951,86.10%,21620,1124
SEVILLA,966,954,15.40%,5132,6281
DOMINGUEZ,963,955,1.20%,334,"83,731"
STEVENS,962,956,0.50%,122,"181,417"
PRICE,961,957,0.40%,84,"228,756"
PON,961,957,74.00%,19313,1298
IN,961,957,85.50%,21620,1124
JIA,959,960,96.90%,23831,990
MEJIA,958,961,1.40%,448,"66,534"
CUSTODIO,957,962,36.10%,11012,2649
MAY,956,963,0.90%,270,"101,726"
PEREIRA,956,963,4.20%,1428,"22,921"
BHAGAT,956,963,89.20%,22403,1072
MITRA,955,966,79.20%,20456,1206
CHANTHAVONG,955,966,89.80%,22555,1064
PHO,954,968,94.80%,23530,1006
TAKEDA,953,969,85.00%,21666,1121
GUILLERMO,952,970,38.60%,11647,2469
ING,951,971,58.80%,16391,1617
ALONZO,950,972,5.80%,2038,"16,326"
HIRANO,949,973,85.60%,21848,1109
SOLOMON,947,974,2.20%,726,"42,839"
NGUY,946,975,94.10%,23547,1005
PASION,944,976,78.00%,20413,1210
GOH,944,976,88.80%,22570,1063
SOLIS,943,978,1.60%,497,"60,045"
TRAM,939,979,91.00%,23104,1032
MIAH,937,980,71.30%,19136,1314
FOO,937,980,80.30%,20995,1167
MATSUMURA,937,980,84.30%,21814,1111
FRANCO,936,983,1.80%,571,"53,161"
MORENO,935,984,0.60%,170,"146,088"
SAO,934,985,80.60%,21113,1159
VOONG,933,986,98.40%,24680,948
FRANCIS,932,987,1.30%,406,"71,723"
LAZARO,932,987,16.30%,5581,5709
SETH,932,987,36.80%,11396,"2,536"
NAKASONE,931,990,85.80%,22196,1085
NISHIDA,930,991,86.00%,22240,1082
SPENCER,928,992,0.70%,189,"134,443"
GALVEZ,927,993,6.50%,2314,14311
OUK,927,993,89.00%,22949,1041
RUSSELL,926,995,0.40%,93,"215,432"
SHAN,926,995,46.80%,13994,1978
NGHIEM,926,995,96.70%,24471,958
CRISTOBAL,925,998,41.00%,12583,2258
HENRY,920,999,0.60%,142,"161,392"
KEE,920,999,10.00%,3557,"9,173"
GUEVARA,919,1001,3.00%,1039,"30,844"
LUKE,917,1002,5.40%,1940,"17,016"
MIAN,917,1002,74.20%,20072,1236
CALDERON,913,1004,1.70%,550,"54,691"
BUN,911,1005,85.50%,22538,1065
NATARAJAN,911,1005,92.40%,23903,986
CHRISTIAN,906,1007,1.80%,597,"51,177"
JONG,905,1008,85.20%,22591,1062
ISMAIL,904,1009,23.90%,8090,"3,775"
SING,904,1009,37.80%,11981,2392
KUAN,904,1009,75.60%,20599,1195
SANG,902,1012,57.20%,16706,1577
BANSAL,902,1012,90.10%,23617,1001
BACH,901,1014,7.90%,2897,"11,375"
MATSUI,901,1014,86.30%,22891,1044
QUINTO,899,1016,40.60%,12788,2212
KE,899,1016,78.70%,21349,1143
MANANSALA,899,1016,91.70%,24023,980
RICHARDSON,898,1019,0.40%,74,"249,533"
ASATO,898,1019,84.60%,22591,1062
KUBO,897,1021,75.30%,20642,1192
ON,896,1022,83.00%,22283,1079
FUJIWARA,896,1022,85.10%,22753,1053
HUGHES,895,1024,0.40%,83,"229,390"
MATSUOKA,893,1025,86.20%,23037,1036
RYAN,892,1026,0.60%,177,"139,335"
BAIK,891,1027,93.60%,24598,952
IWAMOTO,889,1028,83.80%,22612,1061
ROS,886,1029,45.90%,14250,1931
DEAN,885,1030,0.80%,250,"109,230"
ULLAH,885,1030,66.70%,18994,1327
DULAY,885,1030,71.00%,19942,1246
SOO,885,1030,81.30%,22143,1089
AKHTER,885,1030,84.70%,22870,1045
MAHARAJ,884,1035,43.20%,13613,2045
FISHER,883,1036,0.40%,100,"210,279"
OLSON,883,1036,0.50%,136,"163,502"
WING,882,1038,7.10%,2670,"12,453"
KOSHY,882,1038,90.80%,24200,971
BASU,881,1040,84.40%,22891,1044
PAE,880,1041,78.00%,21565,1128
PANGANIBAN,880,1041,84.90%,23037,1036
DANH,880,1041,91.40%,24368,963
DUMLAO,878,1044,79.70%,21947,1102
OKAZAKI,878,1044,85.70%,23237,1024
FONTANILLA,876,1046,79.60%,21958,1101
KANEKO,876,1046,82.60%,22637,1060
RIM,876,1046,88.50%,23831,990
TANABE,874,1049,76.60%,21381,1141
WAI,873,1050,90.10%,24243,969
SHIROMA,871,1051,78.40%,21814,1111
TOLEDO,869,1052,6.00%,2294,"14,514"
YIU,869,1052,95.50%,25503,910
JORDAN,868,1054,0.40%,105,"197,212"
HASHMI,866,1055,80.60%,22370,1074
LOI,865,1056,87.80%,23922,985
DUNN,863,1057,0.60%,185,"136,955"
FELICIANO,862,1058,5.00%,1933,"17,112"
IMAI,862,1058,76.80%,21638,1123
UMALI,858,1060,91.20%,24827,941
KOJIMA,857,1061,90.40%,24680,948
MURRAY,856,1062,0.50%,123,"178,414"
KOHLI,856,1062,57.00%,17334,1503
LENG,856,1062,69.50%,20124,1232
KOGA,856,1062,70.80%,20427,1209
HAMILTON,855,1066,0.40%,107,"194,331"
GE,855,1066,89.40%,24513,956
MYERS,854,1068,0.40%,85,"224,824"
MEYER,853,1069,0.60%,163,"149,664"
CADIZ,853,1069,50.10%,15738,1703
KIKUCHI,849,1071,84.70%,23594,1002
BHATTACHARYA,849,1071,92.30%,25272,920
TAKEMOTO,848,1073,81.80%,23019,1037
FURUKAWA,848,1073,83.70%,23411,1013
JACINTO,847,1075,19.90%,7237,4251
YASUDA,847,1075,87.10%,24162,973
YAMANE,846,1077,80.30%,22753,1053
CHUONG,845,1078,96.90%,26332,872
MATA,844,1079,2.40%,907,"34,888"
ROH,843,1080,66.40%,19642,1270
FUKUSHIMA,843,1080,84.10%,23594,1002
BATRA,843,1080,88.50%,24584,953
NAYAK,843,1080,90.10%,24929,936
BARNES,842,1084,0.40%,99,"210,426"
TOUCH,839,1085,76.20%,21958,1101
OYAMA,838,1086,80.30%,22891,1044
HAU,837,1087,34.00%,11680,"2,461"
SANJUAN,836,1088,29.70%,10473,2812
RAVAL,835,1089,90.30%,25147,925
LUCERO,834,1090,2.50%,945,"33,922"
ALBANO,833,1091,15.30%,5819,"5,440"
SHIMADA,832,1092,86.90%,24491,957
KONO,831,1093,66.30%,19840,1254
FUENTES,830,1094,1.50%,530,"56,441"
RA,828,1095,74.10%,21716,1118
HUIE,827,1096,29.60%,10538,"2,792"
FELIX,826,1097,2.60%,1011,"31,631"
ESTRELLA,826,1097,8.10%,3221,"10,167"
TAY,826,1097,58.60%,18196,1410
KAPUR,826,1097,78.40%,22753,1053
PRADHAN,826,1097,88.40%,24969,934
PEN,825,1102,76.50%,22283,1079
STONE,824,1103,0.60%,162,"149,802"
VILLA,824,1103,2.10%,797,"39,402"
RONG,824,1103,90.50%,25484,911
POWELL,823,1106,0.40%,91,"216,553"
REYNOLDS,822,1107,0.40%,106,"195,598"
GULATI,821,1108,84.60%,24224,970
WALLACE,820,1109,0.40%,113,"190,760"
GRAHAM,815,1110,0.40%,108,"194,074"
NATH,815,1110,43.70%,14622,1866
VAIDYA,815,1110,92.70%,26163,879
CLEMENTE,814,1113,10.90%,4402,"7,453"
DELAPENA,813,1114,26.30%,9641,3094
IWASAKI,813,1114,85.50%,24615,951
PALMA,812,1116,5.70%,2312,"14,339"
PRAK,812,1116,83.80%,24243,969
JANI,811,1118,71.50%,21479,1134
MISRA,811,1118,83.40%,24162,973
FOX,810,1120,0.50%,167,"147,357"
LAZO,810,1120,9.40%,3782,8600
HAMID,810,1120,35.30%,12405,2295
JAMAL,810,1120,45.70%,15225,1774
COLE,808,1124,0.40%,116,"187,793"
CORPUS,807,1125,25.60%,9472,3150
GERONIMO,807,1125,35.70%,12558,2263
DIN,807,1125,66.90%,20456,1206
WIN,807,1125,78.80%,23237,1024
DUTTA,807,1125,89.70%,25724,900
MODY,806,1130,76.80%,22799,1050
DOE,805,1131,6.90%,2834,"11,603"
EUGENIO,805,1131,51.50%,16802,1564
PAO,805,1131,85.30%,24763,944
PANDEY,805,1131,88.50%,25503,910
BONIFACIO,804,1135,45.10%,15167,1784
ANDRADE,803,1136,1.70%,666,"46,702"
CARREON,803,1136,8.70%,3538,9218
MAU,803,1136,31.70%,11388,"2,537"
CHIOU,803,1136,93.00%,26566,863
ELLIS,801,1140,0.40%,121,"181,934"
HANSEN,801,1140,0.60%,193,"133,474"
LEU,801,1140,36.70%,12911,"2,183"
SUE,801,1140,55.70%,17935,1437
ABELLA,799,1144,44.80%,15154,1785
SUGIMOTO,799,1144,84.80%,24807,942
SUNGA,799,1144,92.70%,26587,862
HENDERSON,798,1147,0.40%,101,"210,094"
WEE,798,1147,61.60%,19355,1295
ARAKAWA,797,1149,80.70%,23863,988
KAMAL,795,1150,49.00%,16349,1622
PARAS,794,1151,42.50%,14604,1869
ABBASI,793,1152,49.20%,16444,1611
CHADHA,791,1153,89.00%,25945,889
KENNEDY,790,1154,0.50%,130,"171,636"
BUENO,790,1154,6.20%,2591,12845
KIN,790,1154,57.70%,18569,1370
ROLDAN,789,1157,7.80%,3220,10168
KAHN,787,1158,5.40%,2284,"14,570"
ESCOBAR,786,1159,1.80%,723,"42,955"
DUENAS,786,1159,7.90%,3297,9976
ENCARNACION,784,1161,16.70%,6633,4703
TOYAMA,784,1161,82.80%,24701,947
BOSE,781,1163,27.40%,10357,"2,849"
MUKAI,781,1163,77.90%,23594,1002
POBLETE,780,1165,63.60%,20191,1227
UPPAL,780,1165,87.60%,25926,890
BAO,779,1167,88.80%,26215,877
WALIA,777,1168,82.00%,24701,947
GREGORIO,776,1169,20.70%,8151,"3,746"
CHOUDHRY,776,1169,75.00%,23072,1034
MARCELO,773,1171,48.60%,16616,1589
YAMASHIRO,773,1171,84.20%,25329,918
MU,773,1171,87.00%,25945,889
QUANG,772,1174,95.00%,27821,813
SOLANKI,771,1175,93.20%,27439,827
